Timestamp,Battery_1,Battery_2,Battery_3,Battery_4,Battery_5,Battery_6,Battery_7,Battery_8,Battery_9,Battery_10,Battery_11,Battery_12,Temperature_1,Temperature_2,Temperature_3,Temperature_4,Total_Voltage,Current,SOC,Max_Cell_Voltage
2025-06-10 22:58:28.267,3.867,3.869,3.868,3.868,3.869,3.871,3.866,3.869,3.865,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
2025-06-10 22:58:28.472,3.866,3.867,3.868,3.867,3.868,3.871,3.867,3.869,3.865,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
2025-06-10 22:58:36.177,3.866,3.868,3.868,3.868,3.87,3.87,3.866,3.869,3.865,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.87
2025-06-10 22:58:36.387,3.868,3.868,3.868,3.868,3.868,3.871,3.866,3.868,3.865,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
2025-06-10 22:58:36.597,3.867,3.87,3.868,3.868,3.869,3.871,3.866,3.869,3.866,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
2025-06-10 22:58:36.806,3.867,3.868,3.868,3.869,3.868,3.87,3.865,3.869,3.866,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.87
2025-06-10 22:58:37.017,3.867,3.869,3.868,3.869,3.868,3.871,3.865,3.868,3.865,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
2025-06-10 22:58:37.222,3.867,3.869,3.868,3.869,3.868,3.871,3.865,3.868,3.865,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
2025-06-10 22:58:37.422,3.87,3.868,3.868,3.869,3.869,3.871,3.867,3.868,3.865,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
2025-06-10 22:58:37.622,3.867,3.868,3.868,3.868,3.868,3.871,3.866,3.868,3.867,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
2025-06-10 22:58:37.822,3.866,3.871,3.868,3.869,3.868,3.87,3.865,3.869,3.865,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
2025-06-10 22:58:38.022,3.866,3.868,3.869,3.869,3.868,3.87,3.866,3.868,3.865,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.87
2025-06-10 22:58:38.227,3.866,3.868,3.869,3.869,3.868,3.87,3.866,3.868,3.865,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.87
2025-06-10 22:58:38.437,3.867,3.867,3.868,3.868,3.868,3.872,3.866,3.868,3.865,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.872
2025-06-10 22:58:38.642,3.868,3.869,3.869,3.869,3.869,3.871,3.865,3.869,3.865,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
2025-06-10 22:58:38.842,3.867,3.868,3.868,3.868,3.87,3.871,3.866,3.868,3.866,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
2025-06-10 22:58:39.047,3.866,3.868,3.868,3.868,3.868,3.871,3.865,3.868,3.866,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
2025-06-10 22:58:39.252,3.866,3.868,3.868,3.868,3.868,3.871,3.865,3.868,3.866,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
2025-06-10 22:58:39.452,3.868,3.868,3.868,3.868,3.869,3.87,3.865,3.868,3.865,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.87
2025-06-10 22:58:39.657,3.867,3.868,3.868,3.869,3.868,3.871,3.865,3.868,3.866,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
2025-06-10 22:58:39.867,3.868,3.868,3.868,3.868,3.868,3.87,3.867,3.868,3.865,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.87
2025-06-10 22:58:40.077,3.868,3.868,3.867,3.868,3.868,3.87,3.866,3.868,3.865,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.87
2025-06-10 22:58:40.287,3.868,3.868,3.867,3.868,3.868,3.87,3.866,3.868,3.865,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.87
2025-06-10 22:58:40.497,3.868,3.868,3.868,3.869,3.868,3.871,3.866,3.868,3.865,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
